season,season_start_year,season_end_year,season_week_index,season_chart_slot_index,month_index,month_name,month_number,calendar_year,month_week_slot,grade,grade_points,original_grade,target_was_rain,label_date,weather_window_start,weather_window_end,avg_weather_days_observed,avg_hours_above_freezing_sum_7d,avg_hours_above_freezing_mean_7d,avg_hours_above_freezing_max_7d,avg_hours_above_freezing_label_day,avg_temperature_mean_7d,avg_temperature_min_7d,avg_temperature_max_7d,avg_temperature_label_day,avg_humidity_mean_7d,avg_humidity_min_7d,avg_humidity_max_7d,avg_humidity_label_day,avg_snow_depth_mean_7d,avg_snow_depth_min_7d,avg_snow_depth_max_7d,avg_snow_depth_label_day,avg_wind_speed_mean_7d,avg_wind_speed_min_7d,avg_wind_speed_max_7d,avg_wind_speed_label_day,avg_rain_sum_7d,avg_rain_max_7d,avg_rain_label_day,avg_snowfall_sum_7d,avg_snowfall_max_7d,avg_snowfall_label_day,best_weather_days_observed,best_hours_above_freezing_sum_7d,best_hours_above_freezing_mean_7d,best_hours_above_freezing_max_7d,best_hours_above_freezing_label_day,best_temperature_mean_7d,best_temperature_min_7d,best_temperature_max_7d,best_temperature_label_day,best_humidity_mean_7d,best_humidity_min_7d,best_humidity_max_7d,best_humidity_label_day,best_snow_depth_mean_7d,best_snow_depth_min_7d,best_snow_depth_max_7d,best_snow_depth_label_day,best_wind_speed_mean_7d,best_wind_speed_min_7d,best_wind_speed_max_7d,best_wind_speed_label_day,best_rain_sum_7d,best_rain_max_7d,best_rain_label_day,best_snowfall_sum_7d,best_snowfall_max_7d,best_snowfall_label_day,best_location_label_day,best_location_mode_7d,best_location_count_7d
2024-25,2024,2025,11,19,4,January,1,2025,4,A,3,A,False,2025-01-25,2025-01-19,2025-01-25,7,4.25,0.6071428571428571,4.25,0.0,4.474255952380953,-5.383333333333334,21.175,2.6145833333333335,72.36309523809523,58.02083333333333,86.44791666666666,74.70833333333334,0.9694434523809524,0.8715729166666667,0.99009375,0.98253125,5.751339285714286,3.551041666666667,7.732291666666667,5.102083333333333,0.007,0.006,0.0,1.907,1.12425,0.0,7,8,1.1428571428571428,8,0,7.359523809523809,-3.1041666666666665,24.45,2.8625000000000003,72.24404761904763,61.666666666666664,85.08333333333333,76.54166666666667,1.3000059523809522,1.190625,1.329875,1.312,4.414285714285715,2.829166666666667,6.9750000000000005,2.829166666666667,0.004,0.004,0.0,1.6050000000000002,0.965,0.0,stowe,stowe,1
2024-25,2024,2025,12,21,5,February,2,2025,1,A,3,A,False,2025-02-01,2025-01-26,2025-02-01,7,3.25,0.4642857142857143,2.75,0.0,13.73764880952381,2.3760416666666666,20.752083333333335,9.03125,74.08779761904762,68.17708333333334,80.8125,79.67708333333333,1.1208824404761903,0.974625,1.3343020833333332,1.3343020833333332,9.274553571428571,6.003125,13.186458333333334,6.003125,0.006,0.004,0.004,5.0585,1.6825,1.45425,7,7,1.0,6,0,16.844642857142855,6.129166666666666,23.9,13.604166666666666,72.51785714285714,65.66666666666667,78.33333333333333,77.875,1.483940476190476,1.312,1.7143333333333333,1.7143333333333333,6.846428571428572,4.5,10.491666666666667,6.270833333333333,0.004,0.004,0.004,4.418,1.38,1.377,stowe,stowe,1
2024-25,2024,2025,13,22,5,February,2,2025,2,A,3,A,False,2025-02-08,2025-02-02,2025-02-08,7,5.5,0.7857142857142857,3.25,0.0,10.872321428571428,-3.9375,21.51875,14.121875,76.35267857142857,63.16666666666667,85.38541666666666,75.08333333333333,1.5394747023809523,1.34525,1.7273125,1.71321875,8.170089285714287,3.925,14.530208333333333,7.442708333333334,0.026000000000000002,0.012,0.0,5.8955,2.164,0.06275,7,11,1.5714285714285714,7,0,13.635119047619048,-2.9166666666666665,24.754166666666663,17.808333333333334,74.51785714285714,64.04166666666667,82.875,70.83333333333333,1.9059107142857143,1.7060000000000002,2.098625,2.079375,6.555357142857142,3.6833333333333336,11.3,5.3625,0.008,0.004,0.0,5.626,2.123,0.0,stowe,stowe,1
2024-25,2024,2025,14,23,5,February,2,2025,3,A,3,A,False,2025-02-15,2025-02-09,2025-02-15,7,3.5,0.5,3.25,0.0,13.023660714285716,6.99375,22.038541666666667,6.99375,75.18452380952381,63.6875,85.71875,63.6875,1.902949404761905,1.8438125,1.98846875,1.94915625,6.966964285714286,2.4208333333333334,13.753125,3.4625,0.0745,0.0705,0.0,6.1165,2.9285,0.42775,7,6,0.8571428571428571,5,0,17.163690476190478,9.229166666666666,25.583333333333332,9.229166666666666,72.08333333333334,60.75,82.70833333333333,60.75,2.248011904761905,2.191125,2.313,2.2653749999999997,5.737500000000002,2.5749999999999997,12.1125,2.5749999999999997,0.012,0.004,0.0,6.287000000000001,2.919,0.331,stowe,stowe,1
2024-25,2024,2025,15,24,5,February,2,2025,4,A,3,A,False,2025-02-22,2025-02-16,2025-02-22,7,0.0,0.0,0.0,0.0,7.397470238095238,0.6322916666666667,16.516666666666666,10.1125,74.61011904761904,65.19791666666666,88.38541666666666,70.71875,2.5300416666666665,2.1943854166666665,2.693427083333334,2.4721458333333333,9.747767857142858,4.046875,16.02916666666667,6.348958333333334,0.09125,0.08025,0.0,7.5355,5.5055,0.0,7,0,0.0,0,0,11.004761904761905,3.7583333333333337,21.025,13.204166666666666,73.14880952380953,64.125,87.45833333333333,68.0,2.884011904761905,2.5139583333333335,3.0620833333333337,2.8230833333333334,6.716071428571428,3.1,12.329166666666666,3.641666666666667,0.012,0.008,0.0,7.999,5.898,0.0,stowe,stowe,1
2024-25,2024,2025,16,26,6,March,3,2025,1,A,3,A,False,2025-03-01,2025-02-23,2025-03-01,7,54.5,7.785714285714286,18.5,5.25,26.449851190476192,21.43125,35.33333333333333,24.359375,78.64880952380952,70.57291666666667,91.02083333333331,71.72916666666666,2.2223645833333334,2.1224166666666666,2.4180312500000003,2.14390625,8.358482142857143,6.6260416666666675,10.869791666666666,10.869791666666666,0.16375,0.06075,0.012,3.99875,1.42725,0.7045,7,79,11.285714285714286,22,7,29.62857142857143,23.9125,38.47083333333333,27.475,78.32738095238096,71.75,88.75,72.125,2.5165059523809523,2.390875,2.751875,2.412875,6.054761904761905,3.7583333333333337,8.466666666666667,8.466666666666667,0.23500000000000001,0.115,0.02,3.3469999999999995,1.462,0.6910000000000001,stowe,stowe,1
2024-25,2024,2025,17,27,6,March,3,2025,2,C,1,C,False,2025-03-08,2025-03-02,2025-03-08,7,48.75,6.964285714285714,22.5,0.0,19.686607142857138,1.1989583333333331,40.02916666666667,16.686458333333334,72.13690476190477,63.5625,84.69791666666666,71.40625,1.947358630952381,1.6590416666666663,2.149,1.6590416666666663,10.13705357142857,4.4625,16.536458333333336,14.46875,0.7045,0.3555,0.001,1.53775,0.4505,0.4085,7,59,8.428571428571429,24,0,22.544642857142858,2.1,43.81666666666666,20.85,71.70833333333333,63.708333333333336,84.75,69.29166666666667,2.2432857142857143,1.969,2.428,1.971666666666667,7.913095238095238,2.345833333333333,14.333333333333334,12.579166666666666,0.7230000000000001,0.406,0.0,1.58,0.525,0.525,stowe,stowe,1
2024-25,2024,2025,18,28,6,March,3,2025,3,B,2,B,False,2025-03-15,2025-03-09,2025-03-15,7,71.75,10.25,21.5,21.5,30.279315476190472,19.85,41.809375,41.809375,66.61160714285714,57.48958333333333,74.5625,65.11458333333333,1.5438586309523807,1.2818124999999998,1.7242916666666666,1.2818124999999998,7.103869047619048,5.164583333333333,10.627083333333331,7.577083333333333,0.026750000000000003,0.02475,0.0,1.228,0.6625,0.0,7,83,11.857142857142858,24,24,33.401785714285715,23.579166666666666,43.74166666666667,43.74166666666667,67.33333333333333,58.791666666666664,75.08333333333333,69.125,1.889202380952381,1.6170416666666665,2.082125,1.6170416666666665,6.024404761904762,4.129166666666666,7.8,7.8,0.0,0.0,0.0,1.5170000000000001,0.8,0.0,stowe,stowe,1
2024-25,2024,2025,19,29,6,March,3,2025,4,C,1,C,False,2025-03-22,2025-03-16,2025-03-22,7,117.75,16.821428571428573,24.0,10.75,38.01428571428571,30.165625,45.16458333333333,33.309374999999996,71.89136904761904,47.09375,94.05208333333331,55.895833333333336,0.36713392857142857,0.1265416666666666,0.8940520833333333,0.1392499999999999,8.474702380952381,4.288541666666667,12.652083333333334,7.60625,0.8935,0.59625,0.02975,1.6687500000000002,1.358,0.131,7,131,18.714285714285715,24,12,40.473214285714285,31.833333333333332,47.479166666666664,36.604166666666664,74.96428571428571,52.333333333333336,93.95833333333331,58.291666666666664,0.5893214285714284,0.2417916666666666,1.2125416666666666,0.2458749999999999,7.206547619047619,3.0500000000000003,11.895833333333334,5.516666666666667,1.061,0.71,0.02,1.4620000000000002,1.185,0.028,stowe,stowe,1
2024-25,2024,2025,20,30,6,March,3,2025,5,C,1,C,False,2025-03-29,2025-03-23,2025-03-29,7,43.5,6.214285714285714,10.0,6.5,26.826339285714287,18.328125,31.197916666666664,28.267708333333335,67.81398809523809,52.13541666666667,79.9375,79.23958333333333,0.22648660714285712,0.12153125,0.4818854166666667,0.4818854166666667,7.871428571428571,4.019791666666666,12.407291666666666,4.019791666666666,0.1605,0.12675,0.12675,5.858499999999999,3.584,3.584,7,68,9.714285714285714,14,9,30.618452380952384,22.333333333333332,34.583333333333336,32.84583333333333,66.67857142857142,51.958333333333336,79.625,77.08333333333333,0.3149404761904761,0.1969999999999999,0.6561666666666667,0.6561666666666667,6.188690476190476,2.85,11.579166666666666,2.85,0.063,0.051,0.004,7.398000000000001,5.514,5.514,stowe,stowe,1
2024-25,2024,2025,21,31,7,April,4,2025,1,C,1,C,False,2025-04-05,2025-03-30,2025-04-05,7,99.75,14.25,21.5,18.0,34.72842261904761,24.271875,42.95833333333333,34.240625,72.55059523809523,41.69791666666667,88.875,75.02083333333334,0.24745833333333336,0.04021875,0.6698229166666667,0.04021875,9.881101190476189,6.209375,12.684375,8.551041666666666,1.18475,0.4315,0.18025,1.338,0.6685,0.0,7,134,19.142857142857142,24,24,37.51845238095238,28.816666666666663,45.26666666666667,37.61666666666667,71.85714285714286,39.166666666666664,88.58333333333333,75.41666666666667,0.3560654761904761,0.066,0.8475,0.066,8.748809523809523,6.0874999999999995,11.3,8.1,1.071,0.445,0.129,1.433,0.634,0.0,stowe,stowe,1
2024-25,2024,2025,22,32,7,April,4,2025,2,B,2,B,False,2025-04-12,2025-04-06,2025-04-12,7,78.75,11.25,18.75,15.25,30.15639880952381,20.59583333333333,36.81041666666667,32.80104166666667,73.85863095238093,56.020833333333336,91.55208333333331,91.55208333333331,0.09699999999999999,0.02096875,0.14578125,0.1371458333333333,6.283630952380952,3.1604166666666664,10.245833333333334,4.348958333333333,0.3555,0.2815,0.069,3.6162500000000004,2.0825,0.48375,7,107,15.285714285714286,24,22,32.30357142857143,25.22083333333333,40.0625,34.475,72.28571428571429,47.25,90.54166666666669,90.54166666666669,0.12799404761904762,0.033,0.19425,0.1775833333333333,5.801785714285715,2.525,9.529166666666669,6.216666666666666,0.218,0.198,0.02,4.970000000000001,2.486,1.27,killington,stowe,3
2024-25,2024,2025,23,33,7,April,4,2025,3,C,1,C,False,2025-04-19,2025-04-13,2025-04-19,7,125.75,17.964285714285715,24.0,24.0,40.62083333333333,31.737499999999997,55.817708333333336,55.817708333333336,66.60714285714286,48.510416666666664,84.67708333333333,70.32291666666666,0.05543154761904762,0.011,0.1317395833333333,0.011,8.505208333333332,4.15,12.103125,10.922916666666666,0.29000000000000004,0.11275,0.11275,2.007,1.6342500000000002,0.0,7,130,18.571428571428573,24,24,39.24583333333333,23.95,50.30416666666667,49.854166666666664,66.19047619047619,49.375,85.83333333333333,68.25,0.0862738095238095,0.017875,0.21625,0.017875,9.177380952380952,5.470833333333334,13.658333333333331,10.8375,0.19699999999999998,0.173,0.173,1.876,1.269,0.0,jay_peak,killington,2
2024-25,2024,2025,24,34,7,April,4,2025,4,D,0,D,False,2025-04-26,2025-04-20,2025-04-26,7,154.5,22.071428571428573,24.0,24.0,46.67366071428571,40.42604166666666,53.36875,52.99166666666667,68.24553571428571,44.375,91.30208333333331,91.30208333333331,0.0,0.0,0.0,0.0,7.548660714285714,3.1104166666666666,15.130208333333332,7.0625,1.1385,0.692,0.692,0.007,0.007,0.0,7,159,22.714285714285715,24,24,47.279761904761905,41.1375,53.916666666666664,53.38333333333333,69.0952380952381,43.75,94.16666666666669,94.16666666666669,0.0,0.0,0.0,0.0,8.047619047619047,3.783333333333333,14.795833333333333,7.4125,1.244,0.726,0.726,0.028,0.028,0.0,sugarbush,sugarbush,1
2024-25,2024,2025,25,36,8,May,5,2025,1,D,0,D,False,2025-05-03,2025-04-27,2025-05-03,7,155.0,22.142857142857142,24.0,24.0,48.28244047619048,37.45520833333333,57.58958333333334,53.088541666666664,71.0877976190476,50.90625,94.21875,88.11458333333334,0.0033392857142857143,0.0,0.015125,0.0,7.673809523809525,2.661458333333333,12.561458333333333,4.521875,1.1229999999999998,0.4014999999999999,0.2825,1.0205000000000002,1.0205000000000002,0.0,7,140,20.0,24,24,46.272619047619045,29.983333333333334,58.395833333333336,54.00833333333333,72.56547619047619,49.0,96.91666666666669,93.16666666666669,0.008642857142857143,0.0,0.0385,0.0,7.909523809523809,3.108333333333333,13.479166666666666,4.504166666666666,1.4280000000000002,0.525,0.296,2.4250000000000003,2.4250000000000003,0.0,sugarbush,sugarbush,2
2024-25,2024,2025,26,37,8,May,5,2025,2,D,0,D,False,2025-05-10,2025-05-04,2025-05-10,7,168.0,24.0,24.0,24.0,48.99285714285714,43.49479166666667,53.724999999999994,45.33854166666667,91.29910714285714,85.46875,96.05208333333331,95.76041666666669,0.0,0.0,0.0,0.0,6.194940476190476,2.5104166666666665,10.914583333333336,6.640625,3.05075,1.016,0.681,0.0,0.0,0.0,7,168,24.0,24,24,48.24345238095238,43.333333333333336,52.041666666666664,45.17916666666667,95.45833333333334,92.16666666666669,98.75,96.875,0.0,0.0,0.0,0.0,6.8125,2.7541666666666664,12.645833333333334,6.870833333333334,3.665,1.19,0.77,0.0,0.0,0.0,sugarbush,sugarbush,1
2023-24,2023,2024,1,6,2,November,11,2023,1,D,0,D,False,2023-11-04,2023-10-29,2023-11-04,7,97.0,13.857142857142858,24.0,24.0,33.654017857142854,27.030208333333334,42.96875,42.96875,74.49553571428571,58.822916666666664,94.70833333333334,61.60416666666667,0.023571428571428573,0.006875,0.03746875,0.0309375,5.772321428571429,3.2229166666666664,8.420833333333334,8.369791666666668,0.72425,0.67775,0.006,0.8094999999999999,0.26875,0.0,7,109,15.571428571428571,24,24,34.41607142857143,27.34583333333333,42.975,42.975,74.23214285714286,56.875,96.29166666666669,60.958333333333336,0.032410714285714286,0.011,0.050875,0.033,6.13452380952381,3.1916666666666664,10.020833333333334,10.020833333333334,0.776,0.764,0.0,1.19,0.634,0.0,sugarbush,sugarbush,2
2023-24,2023,2024,2,7,2,November,11,2023,2,D,0,D,False,2023-11-11,2023-11-05,2023-11-11,7,86.75,12.392857142857142,21.5,7.25,32.93229166666667,26.85,41.625,28.3125,82.50297619047618,72.46875,93.0,81.48958333333334,0.049605654761904754,0.0,0.125375,0.1223125,7.4172619047619035,3.76875,11.65625,7.758333333333334,0.37925,0.20525,0.008,1.47275,0.90375,0.2015,7,107,15.285714285714286,24,14,35.05595238095238,31.075,42.42916666666667,32.204166666666666,81.50595238095238,70.79166666666667,92.83333333333331,80.41666666666667,0.07133928571428572,0.0,0.175,0.164,6.911309523809524,3.9583333333333335,12.741666666666667,6.2375,0.35600000000000004,0.116,0.024,1.3280000000000003,0.7450000000000001,0.221,stowe,stowe,2
2023-24,2023,2024,3,8,2,November,11,2023,3,D,0,D,False,2023-11-18,2023-11-12,2023-11-18,7,80.0,11.428571428571429,21.75,14.75,32.39702380952381,24.321875,43.78333333333333,35.37708333333334,76.3452380952381,65.88541666666667,89.46875,89.46875,0.10127083333333332,0.026125,0.13503125,0.026125,5.46547619047619,2.2687500000000003,8.821874999999999,7.758333333333334,0.47999999999999987,0.4562499999999999,0.4562499999999999,0.264,0.139,0.139,7,109,15.571428571428571,24,22,33.45595238095238,17.3,43.39166666666667,38.44583333333333,77.70238095238096,71.29166666666667,89.0,89.0,0.14001190476190478,0.048125,0.184625,0.048125,4.01904761904762,1.9666666666666668,6.7875000000000005,5.7250000000000005,0.5589999999999999,0.5549999999999999,0.5549999999999999,0.028,0.028,0.0,stowe,stowe,2
2023-24,2023,2024,4,9,2,November,11,2023,4,D,0,D,False,2023-11-25,2023-11-19,2023-11-25,7,39.5,5.642857142857143,14.25,0.75,25.44017857142857,18.246875000000003,31.058333333333337,18.246875000000003,75.16517857142857,58.04166666666667,92.75,60.635416666666664,0.19862202380952376,0.0421666666666666,0.3183749999999999,0.30640625,7.402380952380952,4.891666666666667,9.635416666666668,6.623958333333333,0.19549999999999998,0.1625,0.0,4.632750000000001,3.87225,0.0,7,0,0.0,0,0,17.923214285714288,10.45,23.95,10.45,76.88690476190477,60.583333333333336,92.54166666666669,63.708333333333336,0.2364285714285714,0.0683333333333333,0.361,0.361,7.729166666666666,4.658333333333333,11.075,7.383333333333333,0.334,0.298,0.0,4.937,3.253,0.0,jay_peak,jay_peak,1
2023-24,2023,2024,5,11,3,December,12,2023,1,C,1,C,False,2023-12-02,2023-11-26,2023-12-02,7,61.75,8.821428571428571,18.25,18.0,27.116369047619052,16.734375,35.471875,33.75729166666667,78.97619047619047,66.89583333333333,98.59375,98.59375,0.44322023809523803,0.2920729166666667,0.51975,0.3696041666666667,7.338392857142858,3.4197916666666663,8.778125,3.4197916666666663,0.4065,0.21375,0.21375,6.86775,5.857,0.0,7,75,10.714285714285714,24,24,28.410119047619048,19.35,37.416666666666664,36.30416666666667,80.13095238095238,65.08333333333333,98.33333333333331,98.33333333333331,0.4828988095238095,0.3486249999999999,0.558,0.4022083333333333,6.78095238095238,2.7083333333333335,9.8375,2.7083333333333335,0.281,0.19,0.19,5.96,5.596,0.0,stowe,killington,3
